ID,Primary_Text,IPA,Analyzed,Gloss,Translation,Example_Source
UT004,sures lidnas,,sure-s	lidna-s,big-INE	town-INE,in a big town,Nina Zaiceva (p.c. 2019)
UT005,levedad tedme,,leveda-d	te-dme,wide-PRT	road-PROL,along the wide road,Nina Zaiceva (p.c. 2019)
UT011-1,Mina lugin kirjan,,Mina	lug-i-n	kirja-n,I	read-PST-1SG	book-GEN,I read a book,Nina Zaiceva (p.c. 2019)
UT011-2,Mina lugen kirjad,,Mina	luge-n	kirja-d,I	read-1SG	book-PRT,I am reading a book,Nina Zaiceva (p.c. 2019)
UT012-1,To minei avadim!,,To	minei	avadim!,bring.IMP.2SG	1SG.ALL	key.NOM,Bring me the key!,Nina Zaiceva (p.c. 2019)
UT012-2,Ala to necida avadind!,,Ala	to	neci-da	avadin-d!,NEG.IMP.2SG	bring.IMP	this-PRT	key-PRT,Don't bring this key,Nina Zaiceva (p.c. 2019)
UT013-1,Leib on stolal,,Leib	on	stola-l,bread.NOM	be.3SG	table-ADE,The bread is on the table,Nina Zaiceva (p.c. 2019)
UT013-2,Stolal om leibad,,Stola-l	om	leiba-d,table-ADE	be.3SG	bread-PRT,There is (some) bread on the table,Nina Zaiceva (p.c. 2019)
UT014,Ižand rikoi kanan i toi kodihe,,Ižand riko-i kana-n i to-i kodi-he,master	kill-PST.3SG	chicken-GEN	and	bring-PST.3SG	home-ILL,The master killed the chicken and brought (it) home,Nina Zaiceva (p.c. 2019)
UT017,Ajelimoi kodihe,,Aje-l-i-moi kodi-he,drive-FRQ-PST-1PL home-ILL,We were driving home,Nina Zaiceva (p.c. 2019)
UT018,"Olen tehmas radoid, keradamas babukoid",,"ole-n teh-mas rado-i-d, kerada-ma-s babuko-i-d",be-1SG do-INF2.INE work-PL-PRT pick-INF2-INE berry-PL-PRT,"I am working, picking berries",Nina Zaiceva (p.c. 2019)
UT019,Mina söškan i góškan,,Mina	sö-ška-n	i	gó-ška-n,1SG	eat-INCH-1SG	and	drink-INCH-1SG,I'll start to eat and drink,Nina Zaiceva (p.c. 2019)
UT020,Hän om jo lähtmas,,Hän om jo läht-ma-s,3SG be.3SG already leave-INF2-INE,S/he is about to leave,Nina Zaiceva (p.c. 2019)
UT021,"olin sönu, konz sina tulid",,"ol-i-n	sö-nu,	konz	sina	tul-i-d",be-PST-1SG	eat-ACT.PST.PTCP	when	2SG	come-PST-2SG,I had eaten when you came,Nina Zaiceva (p.c. 2019)
UT026,söižin,,sö-iži-n,eat-COND-1SG,I would eat,Nina Zaiceva (p.c. 2019)
