ID,Primary_Text,IPA,Analyzed,Gloss,Translation,Example_Source
UT005,hosszú szoknyákat viselnek,,hosszú szoknyá-k-at visel-nek,long skirt-PL-ACC wear-3PL,they are wearing long skirts,Rounds 2001:164
UT014,A kutya megharapta a fiút és elfutott,,A	kutya	meg-harap-ta	a	fiú-t	és	el-fut-ott,DEF	dog	PRV-bite-PST.OC	DEF	boy-ACC	and	PRV-run-PST.3SG,The dog bit the boy and run away,
UT017,Olvasgatok,,Olvas-gat-ok,read-FRQ-1SG,I read (repeatedly),
UT019,Holnap elmegyek a boltba,,Holnap	el-megy-ek	a	bolt-ba,tomorrow	PRV-go-PRS.1SG	DEF	shop-ILL,Tomorrow I will go to the shop,
UT026,"Elmennék a boltba, ha nem esne az eső",,"El-men-né-k	a	bolt-ba,	ha	nem	es-ne	az	eső",PRV-go-COND-1SG	DEF	shop-ILL	if	NEG	fall-COND.3SG	DEF	rain,"I would go to the shop, if it did not rain",
UT027,"Ha reggeliztem volna, nem lennék most éhes",,"Ha	reggeliz-te-m	vol-na,	nem	len-né-k	most	éhes",If	eat.breakfast-PST-1SG	be.PST-COND	NEG	be.PRS-COND-1SG	now	hungry,"If I would have eaten breakfast, I would not be hungry now",
UT029-1,Egy napon még megtalálhatjuk őt,,Egy	nap-on	még	meg-talál-hat-juk	őt,one	day-SPRESS	yet	PRV-find-DER-1PL.OC	3SG-ACC,We may find him on one day,
UT029-2,A dolog megoldódhat holnapra,,A	dolog	meg-old-ód-hat	holnap-ra,DEF	thing	PRV-solve-REFL-DER.PRS.3SG	tomorrow-SUBL,The thing may be solved by tomorrow,
UT030,bejöhetsz,,be-jö-het-sz,PRV-come-DER-PRS.2SG,You may come in,
UT031,Jöjjön el!,,Jöj-j-ön	el!,come-IMP-3SG	PRV,Let her/him come!,
UT032,"Azt mondta, hogy menjek el",,"Az-t	mond-ta,	hogy	men-j-ek	el",that-ACC	say-PST.3SG.OC	that	go-IMP-1SG	PRV,S/he said to me to go away,
UT033,"Azt akarja, hogy énekeljek",,"Az-t	akar-ja,	hogy	énekel-j-ek",that-ACC	want-PRS.3SG.OC	that	sing-IMP-1SG,S/he wants me to sing,
UT200,Itt beszélnek magyarul,,Itt	beszél-nek	magyar-ul,here	speak-PRS.3PL	Hungarian-ESS,Hungarian is spoken here / One can speak Hungarian here,
UT040,Itt nem sátorozhatsz,,Itt	nem	sátor-oz-hat-sz,here	NEG	tent-VBZ-POT-PRS.2SG,You may not camp here / One may not camp here,
UT043,Magyarországra megyek magyarul tanulni,,Magyarország-ra	megy-ek	magyar-ul	tanul-ni,Hungary-SUBL	go-PRS.1SG	Hungarian-ESS	study-INF,I'm going to Hungary to learn Hungarian,
UT044,Havazik,,Hav-az-ik,snow-VBZ-PRS.3SG,It is snowing,
UT202,Ő tanár volt,,Ő	tanár	volt,3SG	teacher	be.PST.3SG,S/he was a teacher,
UT048-1,Anna és Péter,,Anna        és        Péter,,Anna and Péter,
UT048-2,Anna olvas és tanul,,Anna	olvas	és	tanul,Anna	read.PRS.3SG	and	study.PRS.3SG,Anna reads and studies,
UT048-3,Anna olvas és Péter tanul,,Anna	olvas	és	Péter	tanul,Anna	read.PRS.3SG	and	Péter	study.PRS.3SG,Anna reads and Péter studies,
UT049,Nincs otthon kenyér,,Nincs	otthon	kenyér,NEG.EX home.LOC bread,There is no bread at home,
UT051-1,"Nem látva a kutyát, megbotlott",,"Nem	lát-va	a	kutyá-t,	megbotl-ott",NEG	see-PTCP	DEF	dog-ACC	trip.over-PST.3SG," As s/he did not see the dog, he tripped over",
UT051-2,Nem látta meg a kutyát és megbotlott,,Nem	lát-ta	meg	a	kutyá-t	és	megbotl-ott,NEG	see-PST.3SG	PRV	DEF	dog	and	trip.over-PST.3SG,S/he did not see the dog and tripped over,
UT053-1,befejezetlen,,befejez-etlen,finish-ADZ,not finished,
UT053-2,megvarratlan,,megvarr-atlan,sew-ADZ,not sewn,
UT055-1,olvasó fiú,,olvas-ó	fiú,read-PTCP	boy,a boy who is reading,
UT055-2,az Anna által tegnap olvasott könyv,,az Anna által tegnap olvas-ott könyv,the Anna by yesterday read-PASS.PST.PTCP book,the book read by Anna yesterday,Kenesei et al. 1998:46
